,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Priority
6975,Washington,No,Basic,High School or Below,2011-01-28,Employed,F,25370,Suburban,Married,116,21,64,0,3,Special Auto,Special L3,Offer4,Web,556.8,SUV,Small,High
6976,Arizona,No,Basic,College,2011-01-16,Employed,M,51523,Suburban,Married,62,31,0,0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,Medium
6977,Arizona,No,Extended,Bachelor,2011-01-04,Employed,M,85058,Urban,Married,137,34,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,595.369784,SUV,Medsize,High
6978,California,No,Extended,Bachelor,2011-02-01,Unemployed,M,0,Suburban,Single,125,10,43,0,9,Personal Auto,Personal L3,Offer1,Branch,615.562164,SUV,Small,High
6979,California,No,Basic,High School or Below,2011-01-04,Employed,F,27005,Suburban,Married,61,10,72,0,7,Corporate Auto,Corporate L2,Offer2,Agent,311.84034,Four-Door Car,Small,Medium
6980,Arizona,No,Basic,College,2011-02-22,Employed,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize,Medium
6981,California,No,Basic,High School or Below,2011-02-22,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize,Medium
6982,Oregon,No,Basic,High School or Below,2011-02-12,Unemployed,M,0,Suburban,Married,115,21,78,0,2,Special Auto,Special L2,Offer2,Agent,552.0,SUV,Medsize,High
6983,Oregon,No,Extended,Master,2011-02-24,Medical Leave,F,19064,Rural,Married,98,23,35,0,7,Personal Auto,Personal L3,Offer1,Agent,136.248799,Four-Door Car,Medsize,Medium
6984,Oregon,No,Extended,High School or Below,2011-01-21,Unemployed,M,0,Suburban,Single,88,16,80,0,6,Personal Auto,Personal L2,Offer3,Agent,633.6,Two-Door Car,Large,Medium
6985,Oregon,No,Extended,Bachelor,2011-01-08,Employed,M,60345,Rural,Single,93,22,10,0,5,Personal Auto,Personal L3,Offer2,Web,36.105928,Two-Door Car,Large,Medium
6986,Oregon,No,Extended,Bachelor,2011-02-19,Employed,F,59592,Rural,Divorced,84,8,49,0,1,Personal Auto,Personal L1,Offer2,Web,161.231812,Four-Door Car,Small,Low
6987,California,No,Basic,College,2011-02-02,Retired,F,15648,Suburban,Married,73,29,68,0,5,Special Auto,Special L3,Offer2,Agent,413.269261,Two-Door Car,Medsize,Medium
6988,California,Yes,Extended,Bachelor,2011-02-27,Retired,F,23904,Suburban,Single,123,1,67,0,1,Corporate Auto,Corporate L1,Offer1,Agent,590.4,SUV,Medsize,Low
6989,Oregon,No,Basic,College,2011-02-05,Employed,F,90893,Suburban,Single,110,33,0,0,1,Personal Auto,Personal L3,Offer2,Web,700.004018,SUV,Medsize,Low
6990,Arizona,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Divorced,66,18,66,0,6,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Small,Medium
6991,Oregon,No,Extended,College,2011-01-27,Employed,F,74001,Urban,Married,84,16,0,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,224.265232,Four-Door Car,Medsize,High
6992,Oregon,No,Basic,College,2011-01-21,Employed,M,28447,Suburban,Married,67,20,99,0,3,Personal Auto,Personal L3,Offer4,Agent,321.6,Four-Door Car,Medsize,Medium
6993,California,No,Basic,College,2011-01-08,Employed,M,56586,Rural,Married,100,33,86,0,1,Personal Auto,Personal L3,Offer2,Agent,121.928014,Sports Car,Medsize,Low
6994,Oregon,No,Premium,Bachelor,2011-01-29,Unemployed,M,0,Suburban,Married,172,5,33,0,1,Personal Auto,Personal L3,Offer1,Call Center,825.6,SUV,Medsize,Medium
6995,Oregon,No,Basic,Doctor,2011-01-05,Retired,M,19186,Suburban,Divorced,62,10,34,0,5,Personal Auto,Personal L1,Offer3,Branch,297.6,Four-Door Car,Small,Low
6996,Arizona,No,Basic,High School or Below,2011-01-08,Employed,F,65348,Rural,Married,110,35,58,0,2,Corporate Auto,Corporate L1,Offer1,Branch,134.120531,Sports Car,Medsize,High
6997,California,Yes,Extended,Doctor,2011-01-13,Unemployed,F,0,Suburban,Married,84,18,25,0,4,Personal Auto,Personal L3,Offer1,Agent,481.025786,Four-Door Car,Medsize,Medium
6998,Oregon,No,Basic,Master,2011-02-22,Unemployed,F,0,Rural,Single,109,28,96,0,2,Special Auto,Special L2,Offer1,Agent,30.989755,Sports Car,Medsize,High
6999,California,No,Extended,College,2011-02-28,Unemployed,M,0,Suburban,Divorced,99,0,71,0,1,Special Auto,Special L2,Offer1,Branch,475.2,Four-Door Car,Medsize,Low
7000,Oregon,No,Extended,High School or Below,2011-01-13,Unemployed,F,0,Suburban,Single,91,21,23,0,3,Personal Auto,Personal L2,Offer3,Call Center,436.8,Four-Door Car,Medsize,Medium
7001,California,No,Basic,College,2011-01-21,Medical Leave,F,18892,Rural,Married,73,33,76,0,5,Personal Auto,Personal L2,Offer1,Web,106.814987,Four-Door Car,Medsize,Medium
7002,Oregon,No,Premium,High School or Below,2011-01-18,Medical Leave,M,19066,Suburban,Married,103,5,61,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Two-Door Car,Medsize,High
7003,Oregon,No,Premium,Bachelor,2011-01-18,Employed,M,95102,Rural,Married,101,6,73,0,8,Corporate Auto,Corporate L3,Offer3,Web,94.338814,Four-Door Car,Medsize,High
7004,Arizona,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30,66,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small,Medium
7005,California,Yes,Extended,Master,2011-02-23,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,High
7006,Nevada,No,Basic,High School or Below,2011-01-12,Medical Leave,F,18120,Suburban,Married,63,34,90,0,2,Personal Auto,Personal L3,Offer1,Web,302.4,Two-Door Car,Small,Medium
7007,Nevada,No,Basic,Bachelor,2011-02-03,Employed,F,38169,Rural,Married,62,18,82,0,2,Corporate Auto,Corporate L2,Offer1,Branch,71.678412,Four-Door Car,Medsize,Medium
7008,Oregon,Yes,Basic,College,2011-02-03,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L2,Offer2,Web,268.471802,Four-Door Car,Medsize,Medium
7009,Arizona,No,Extended,College,2011-02-25,Employed,F,86036,Suburban,Divorced,90,8,20,0,2,Personal Auto,Personal L3,Offer1,Web,501.26513,Four-Door Car,Medsize,High
7010,Washington,No,Basic,College,2011-02-26,Unemployed,F,0,Suburban,Single,101,16,59,0,1,Personal Auto,Personal L1,Offer1,Agent,862.49778,SUV,Medsize,Low
7011,Arizona,Yes,Extended,Doctor,2011-02-01,Employed,M,31278,Suburban,Married,92,24,95,0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,Low
7012,Arizona,No,Basic,High School or Below,2011-01-31,Employed,F,20053,Rural,Married,62,2,24,0,2,Personal Auto,Personal L3,Offer3,Call Center,9.832575,Four-Door Car,Medsize,High
7013,California,No,Extended,College,2011-01-17,Employed,F,71587,Rural,Married,99,1,74,0,2,Personal Auto,Personal L3,Offer1,Agent,133.103003,Two-Door Car,Medsize,High
7014,California,Yes,Extended,High School or Below,2011-01-07,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L3,Offer2,Call Center,384.0,Two-Door Car,Large,Medium
7015,Oregon,Yes,Premium,High School or Below,2011-02-14,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,Low
7016,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,59183,Suburban,Married,113,11,91,0,5,Personal Auto,Personal L2,Offer3,Agent,542.4,SUV,Medsize,High
7017,California,No,Basic,Master,2011-01-24,Employed,M,91015,Rural,Divorced,73,31,30,0,2,Personal Auto,Personal L3,Offer3,Agent,119.062347,Two-Door Car,Medsize,High
7018,California,No,Basic,College,2011-01-17,Employed,M,52774,Rural,Married,66,16,26,0,2,Corporate Auto,Corporate L1,Offer2,Web,78.452298,Two-Door Car,Large,Medium
7019,Oregon,Yes,Basic,College,2011-02-20,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize,Low
7020,California,No,Basic,Bachelor,2011-01-10,Employed,F,57938,Urban,Married,101,6,36,0,3,Special Auto,Special L3,Offer3,Branch,282.458203,SUV,Large,High
7021,Oregon,No,Extended,High School or Below,2011-01-09,Medical Leave,F,26526,Suburban,Married,99,0,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,523.701824,Four-Door Car,Medsize,Medium
7022,California,No,Basic,Bachelor,2011-01-21,Employed,M,76608,Rural,Married,62,2,2,0,1,Personal Auto,Personal L3,Offer1,Call Center,91.229768,Four-Door Car,Small,Low
7023,Arizona,No,Basic,College,2011-01-14,Unemployed,M,0,Suburban,Single,194,23,34,0,7,Personal Auto,Personal L3,Offer1,Branch,931.2,Luxury SUV,Small,High
7024,Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,48056,Suburban,Married,78,15,92,0,1,Corporate Auto,Corporate L3,Offer3,Agent,374.4,Four-Door Car,Small,Low
7025,California,No,Basic,Bachelor,2011-01-09,Employed,M,45428,Urban,Divorced,109,2,46,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,487.273964,SUV,Medsize,High
7026,Arizona,No,Extended,Bachelor,2011-01-30,Employed,F,89196,Rural,Divorced,81,17,52,0,1,Personal Auto,Personal L3,Offer1,Agent,41.182611,Four-Door Car,Small,Low
7027,California,No,Extended,Bachelor,2011-02-05,Employed,F,88893,Rural,Married,86,5,63,0,9,Personal Auto,Personal L3,Offer2,Call Center,72.86746,Four-Door Car,Small,Medium
7028,Oregon,No,Extended,Bachelor,2011-01-18,Unemployed,M,0,Suburban,Single,97,20,9,0,7,Personal Auto,Personal L3,Offer1,Agent,609.046345,Two-Door Car,Medsize,Medium
7029,Arizona,No,Basic,Bachelor,2011-01-30,Employed,F,92722,Rural,Married,72,34,45,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,28.126402,Two-Door Car,Small,Low
7030,Nevada,Yes,Extended,High School or Below,2011-02-07,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Personal L2,Offer2,Agent,547.2,Four-Door Car,Medsize,Medium
7031,Arizona,No,Basic,Bachelor,2011-02-11,Employed,F,53249,Suburban,Married,67,32,10,0,3,Personal Auto,Personal L3,Offer2,Web,343.340361,Four-Door Car,Large,Medium
7032,Oregon,No,Basic,Bachelor,2011-02-16,Medical Leave,F,26304,Suburban,Single,63,22,93,0,1,Personal Auto,Personal L3,Offer1,Call Center,302.4,Four-Door Car,Medsize,Low
7033,California,No,Basic,High School or Below,2011-02-07,Unemployed,F,0,Suburban,Single,70,34,10,0,2,Personal Auto,Personal L2,Offer1,Branch,504.0,Two-Door Car,Small,High
7034,Oregon,No,Basic,High School or Below,2011-02-04,Employed,M,71460,Rural,Married,74,11,77,0,1,Personal Auto,Personal L3,Offer2,Call Center,93.951709,Four-Door Car,Medsize,Low
7035,Arizona,Yes,Basic,High School or Below,2011-02-05,Employed,F,74454,Suburban,Single,71,25,29,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,Medium
7036,California,No,Extended,Bachelor,2011-02-11,Employed,F,96413,Suburban,Married,99,3,78,0,1,Personal Auto,Personal L2,Offer3,Web,560.045764,Four-Door Car,Small,Low
7037,Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,98542,Suburban,Single,90,1,93,0,2,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Small,High
7038,Oregon,No,Basic,Master,2011-01-13,Employed,F,43416,Suburban,Married,70,7,99,0,5,Personal Auto,Personal L3,Offer3,Branch,336.0,Four-Door Car,Medsize,Medium
7039,Oregon,No,Basic,High School or Below,2011-01-09,Employed,F,81182,Suburban,Single,64,3,45,0,8,Corporate Auto,Corporate L2,Offer2,Branch,307.2,Four-Door Car,Small,Medium
7040,Arizona,No,Basic,Bachelor,2011-01-09,Employed,M,79065,Urban,Married,69,13,24,0,1,Corporate Auto,Corporate L2,Offer2,Web,290.886242,Four-Door Car,Medsize,Low
7041,Arizona,No,Basic,High School or Below,2011-02-20,Retired,M,11721,Suburban,Divorced,102,2,56,0,2,Personal Auto,Personal L2,Offer2,Agent,560.91624,SUV,Medsize,High
7042,California,No,Extended,College,2011-02-06,Employed,F,82414,Rural,Divorced,95,10,85,0,1,Personal Auto,Personal L3,Offer4,Branch,30.423443,Four-Door Car,Large,Low
7043,California,No,Basic,High School or Below,2011-01-19,Disabled,M,14533,Suburban,Single,63,4,20,0,2,Personal Auto,Personal L3,Offer1,Branch,302.4,Four-Door Car,Medsize,High
7044,Arizona,No,Basic,High School or Below,2011-02-15,Unemployed,M,0,Suburban,Single,73,15,59,0,1,Personal Auto,Personal L3,Offer4,Branch,525.6,Four-Door Car,Small,Low
7045,California,No,Basic,Bachelor,2011-01-12,Employed,F,52513,Rural,Married,65,0,76,0,2,Personal Auto,Personal L3,Offer3,Web,91.244938,Two-Door Car,Medsize,Medium
7046,Oregon,Yes,Extended,College,2011-02-19,Unemployed,F,0,Suburban,Divorced,87,4,4,0,1,Personal Auto,Personal L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,Low
7047,Oregon,Yes,Basic,Master,2011-01-16,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,Medsize,Low
7048,Oregon,Yes,Premium,High School or Below,2011-02-27,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,High
7049,California,No,Basic,College,2011-02-16,Disabled,F,20181,Suburban,Married,66,8,66,0,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize,Medium
7050,Arizona,No,Basic,Bachelor,2011-01-19,Employed,M,73339,Urban,Married,71,0,61,0,1,Corporate Auto,Corporate L1,Offer2,Web,244.401453,Four-Door Car,Medsize,Low
7051,Arizona,No,Extended,College,2011-01-23,Employed,F,80969,Suburban,Married,217,1,80,0,3,Personal Auto,Personal L3,Offer4,Web,960.0,Luxury SUV,Small,High
7052,Oregon,No,Basic,Bachelor,2011-01-14,Employed,F,74057,Suburban,Married,105,12,75,0,1,Personal Auto,Personal L2,Offer3,Branch,632.244063,SUV,Small,Low
7053,Oregon,No,Basic,Bachelor,2011-02-02,Employed,F,32225,Suburban,Married,66,23,90,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,Medium
7054,Arizona,No,Basic,High School or Below,2011-01-18,Employed,F,60909,Urban,Married,112,8,94,0,5,Personal Auto,Personal L2,Offer3,Agent,412.106287,SUV,Small,High
7055,California,No,Basic,High School or Below,2011-02-15,Employed,M,70999,Suburban,Married,63,5,70,0,3,Corporate Auto,Corporate L2,Offer4,Agent,305.603239,Four-Door Car,Small,Medium
7056,Oregon,No,Extended,College,2011-01-10,Employed,F,75457,Rural,Married,93,0,79,0,2,Personal Auto,Personal L3,Offer1,Agent,151.572213,Four-Door Car,Medsize,High
7057,Oregon,No,Basic,High School or Below,2011-01-07,Employed,M,24059,Suburban,Married,112,31,17,0,1,Personal Auto,Personal L3,Offer4,Web,537.6,SUV,Medsize,Low
7058,California,No,Extended,College,2011-01-09,Employed,M,56480,Urban,Married,87,13,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,384.695536,Four-Door Car,Medsize,High
7059,Oregon,No,Basic,College,2011-02-28,Employed,F,37586,Rural,Divorced,63,29,90,0,2,Corporate Auto,Corporate L3,Offer1,Branch,153.489143,Two-Door Car,Medsize,High
7060,Arizona,No,Basic,High School or Below,2011-02-09,Employed,M,97026,Rural,Married,73,30,66,0,3,Personal Auto,Personal L3,Offer2,Call Center,97.417808,Two-Door Car,Medsize,Medium
7061,Washington,No,Basic,College,2011-01-15,Employed,M,54010,Suburban,Married,69,5,89,0,1,Personal Auto,Personal L2,Offer2,Branch,331.2,Four-Door Car,Medsize,Low
7062,Arizona,No,Extended,Bachelor,2011-01-01,Employed,F,87485,Suburban,Divorced,92,12,57,0,1,Personal Auto,Personal L3,Offer3,Branch,441.6,Four-Door Car,Medsize,Low
7063,Washington,No,Basic,Bachelor,2011-02-17,Employed,F,74583,Rural,Married,118,31,20,0,4,Personal Auto,Personal L1,Offer1,Agent,161.210468,SUV,Medsize,High
7064,Oregon,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Single,64,25,25,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Medsize,Low
7065,Arizona,No,Extended,High School or Below,2011-02-05,Medical Leave,M,21238,Suburban,Married,95,11,38,0,4,Personal Auto,Personal L2,Offer1,Call Center,456.0,Four-Door Car,Medsize,Medium
7066,Nevada,No,Extended,High School or Below,2011-01-25,Unemployed,F,0,Suburban,Single,93,8,48,0,8,Personal Auto,Personal L3,Offer2,Branch,669.6,Four-Door Car,Medsize,Medium
7067,California,Yes,Basic,High School or Below,2011-01-29,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L2,Offer1,Branch,572.072106,Four-Door Car,Medsize,Low
7068,Arizona,No,Basic,Master,2011-02-21,Employed,M,58237,Urban,Divorced,63,34,22,0,1,Personal Auto,Personal L2,Offer4,Branch,273.691831,Two-Door Car,Medsize,Low
7069,California,Yes,Basic,Bachelor,2011-01-11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize,Low
7070,Oregon,No,Basic,College,2011-02-19,Employed,F,57283,Urban,Single,106,9,85,0,1,Personal Auto,Personal L3,Offer3,Web,337.95778,SUV,Medsize,Low
7071,Washington,No,Premium,Master,2011-01-09,Unemployed,M,0,Suburban,Divorced,104,33,19,0,2,Personal Auto,Personal L2,Offer3,Branch,622.88852,Four-Door Car,Medsize,High
7072,Oregon,No,Extended,College,2011-01-02,Employed,M,71656,Rural,Married,137,3,88,0,8,Special Auto,Special L3,Offer3,Branch,61.915326,SUV,Medsize,High
7073,Nevada,No,Extended,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Divorced,94,33,95,0,1,Corporate Auto,Corporate L2,Offer1,Web,590.626396,Four-Door Car,Small,Low
7074,California,No,Extended,Bachelor,2011-02-14,Employed,M,41460,Suburban,Married,83,1,54,0,4,Personal Auto,Personal L3,Offer3,Branch,398.4,Four-Door Car,Medsize,Medium
7075,Washington,No,Premium,Bachelor,2011-02-17,Employed,F,85165,Urban,Single,101,8,81,0,2,Personal Auto,Personal L2,Offer1,Branch,384.31404,Four-Door Car,Medsize,High
7076,Nevada,No,Premium,High School or Below,2011-02-06,Unemployed,F,0,Suburban,Single,111,10,75,0,1,Personal Auto,Personal L3,Offer2,Agent,799.2,Four-Door Car,Medsize,Low
7077,California,No,Basic,Bachelor,2011-01-17,Employed,F,36723,Suburban,Married,106,13,18,0,1,Personal Auto,Personal L3,Offer2,Agent,580.091966,SUV,Medsize,Low
7078,California,Yes,Extended,High School or Below,2011-02-13,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize,Medium
7079,Arizona,No,Premium,Doctor,2011-02-22,Employed,M,32260,Suburban,Married,113,8,99,0,4,Personal Auto,Personal L1,Offer1,Branch,601.124657,Four-Door Car,Medsize,High
7080,California,Yes,Basic,Bachelor,2011-01-18,Employed,M,75644,Suburban,Divorced,65,5,68,0,9,Personal Auto,Personal L1,Offer2,Branch,467.803638,Two-Door Car,Medsize,Medium
7081,Oregon,No,Basic,High School or Below,2011-01-04,Employed,M,92056,Rural,Married,62,21,1,0,1,Personal Auto,Personal L3,Offer2,Branch,89.398794,Four-Door Car,Medsize,Low
7082,California,No,Basic,College,2011-01-24,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,297.6,Four-Door Car,Medsize,Medium
7083,California,No,Basic,College,2011-02-15,Unemployed,M,0,Suburban,Single,61,2,54,0,1,Personal Auto,Personal L1,Offer1,Branch,439.2,Two-Door Car,Small,Low
7084,Oregon,No,Extended,Bachelor,2011-02-21,Employed,F,28089,Suburban,Single,82,11,72,0,1,Personal Auto,Personal L2,Offer4,Agent,411.856297,Two-Door Car,Medsize,Low
7085,California,No,Basic,Bachelor,2011-01-06,Employed,F,87020,Urban,Married,74,6,84,0,8,Personal Auto,Personal L2,Offer2,Web,331.116399,Four-Door Car,Small,Medium
7086,California,No,Basic,Doctor,2011-02-18,Employed,M,27907,Suburban,Divorced,74,3,38,0,1,Personal Auto,Personal L2,Offer3,Call Center,406.439436,Four-Door Car,Medsize,Low
7087,Oregon,No,Basic,Bachelor,2011-01-19,Employed,F,91811,Urban,Married,70,1,85,0,1,Personal Auto,Personal L3,Offer1,Call Center,333.7925,Four-Door Car,Medsize,Low
7088,California,No,Basic,High School or Below,2011-01-11,Unemployed,M,0,Suburban,Single,111,21,20,0,8,Special Auto,Special L3,Offer1,Agent,799.2,SUV,Large,Medium
7089,Oregon,No,Basic,College,2011-01-19,Employed,M,69451,Urban,Married,72,3,93,0,5,Corporate Auto,Corporate L2,Offer2,Web,230.241775,Four-Door Car,Medsize,Medium
7090,Arizona,No,Basic,Bachelor,2011-02-25,Employed,M,92427,Rural,Married,64,2,48,0,3,Personal Auto,Personal L3,Offer1,Call Center,126.049033,Four-Door Car,Large,Medium
7091,Arizona,No,Basic,Doctor,2011-02-28,Unemployed,F,0,Suburban,Divorced,69,8,24,0,6,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small,Medium
7092,Oregon,Yes,Basic,Bachelor,2011-02-10,Employed,M,44428,Suburban,Single,104,17,61,0,2,Special Auto,Special L3,Offer1,Call Center,499.2,SUV,Medsize,High
7093,Oregon,No,Basic,High School or Below,2011-02-25,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize,High
7094,Oregon,No,Basic,College,2011-01-10,Employed,M,52796,Suburban,Divorced,62,6,17,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,297.6,Four-Door Car,Medsize,Medium
7095,California,No,Basic,Master,2011-01-09,Employed,M,41775,Rural,Married,109,11,80,0,2,Personal Auto,Personal L3,Offer1,Web,104.672657,Sports Car,Medsize,High
7096,California,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Married,66,6,71,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,Low
7097,California,No,Basic,High School or Below,2011-01-26,Employed,F,34974,Urban,Married,71,7,36,0,3,Special Auto,Special L1,Offer1,Web,315.160937,Four-Door Car,Medsize,Medium
